OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 0004923,12/28/2015,2/14/2016,11,Wholesale,AUD,GUT930,33,1,8,"1,949.70","1,559.76","15,597.60"
SO - 0004924,12/28/2015,3/10/2016,37,Wholesale,GBP,AXW291,16,1,5,"5,889.30","4,888.12","29,446.50"
SO - 0004925,12/28/2015,3/22/2016,13,Distributor,USD,NXH382,51,7,11,730.30,496.60,"8,033.30"
SO - 0004926,12/28/2015,1/27/2016,45,Export,GBP,NXH382,54,11,8,"3,872.60","1,858.85","30,980.80"
SO - 0004927,12/29/2015,3/15/2016,5,Distributor,GBP,NXH382,57,5,6,"3,577.80","1,645.79","21,466.80"
SO - 0004928,12/29/2015,2/11/2016,4,Wholesale,NZD,GUT930,38,1,12,"2,532.60","1,063.69","30,391.20"
SO - 0004929,12/29/2015,3/26/2016,30,Wholesale,NZD,GUT930,43,1,7,"2,673.30","2,138.64","18,713.10"
SO - 0004930,12/29/2015,3/17/2016,8,Wholesale,NZD,NXH382,50,7,12,"1,065.30",894.85,"12,783.60"
SO - 0004931,12/29/2015,2/28/2016,37,Wholesale,AUD,GUT930,44,11,9,"1,132.30",634.09,"10,190.70"
SO - 0004932,12/29/2015,2/26/2016,13,Wholesale,USD,GUT930,45,7,7,"5,333.20","4,266.56","37,332.40"
SO - 0004933,12/29/2015,2/18/2016,10,Wholesale,NZD,AXW291,9,11,11,857.60,420.22,"9,433.60"
SO - 0004934,12/29/2015,3/28/2016,14,Export,AUD,AXW291,9,11,5,174.20,128.91,871.00
SO - 0004935,12/29/2015,2/21/2016,48,Export,NZD,AXW291,11,13,8,"5,326.50","4,367.73","42,612.00"
SO - 0004936,12/29/2015,2/28/2016,49,Export,USD,GUT930,33,9,8,180.90,139.29,"1,447.20"
SO - 0004937,12/30/2015,2/28/2016,49,Wholesale,NZD,FLR025,62,5,10,"1,802.30","1,369.75","18,023.00"
SO - 0004938,12/30/2015,2/26/2016,10,Wholesale,NZD,AXW291,17,5,11,"3,879.30","1,706.89","42,672.30"
SO - 0004939,12/30/2015,2/12/2016,32,Wholesale,USD,GUT930,36,2,8,"1,051.90",820.48,"8,415.20"
SO - 0004940,12/30/2015,3/3/2016,4,Distributor,NZD,AXW291,21,11,11,"3,906.10","2,226.48","42,967.10"
SO - 0004941,12/30/2015,3/5/2016,31,Wholesale,GBP,NXH382,47,1,11,891.10,507.93,"9,802.10"
SO - 0004942,12/30/2015,3/12/2016,40,Distributor,NZD,AXW291,23,7,10,221.10,170.25,"2,211.00"
SO - 0004943,12/30/2015,3/6/2016,25,Wholesale,NZD,AXW291,14,7,11,"3,986.50","2,551.36","43,851.50"
SO - 0004944,12/30/2015,2/27/2016,30,Distributor,NZD,NXH382,52,11,5,187.60,153.83,938.00
SO - 0004945,12/30/2015,2/9/2016,47,Wholesale,NZD,AXW291,11,5,5,214.40,102.91,"1,072.00"
SO - 0004946,12/30/2015,2/4/2016,18,Wholesale,USD,GUT930,45,5,5,"1,748.70",909.32,"8,743.50"
SO - 0004947,12/30/2015,3/29/2016,21,Wholesale,GBP,AXW291,23,7,10,"1,969.80","1,477.35","19,698.00"
SO - 0004948,12/31/2015,3/8/2016,13,Wholesale,NZD,AXW291,9,7,5,"3,953.00","2,648.51","19,765.00"
SO - 0004949,12/31/2015,3/1/2016,45,Distributor,NZD,AXW291,9,13,12,"2,512.50","1,105.50","30,150.00"
SO - 0004950,12/31/2015,2/6/2016,46,Distributor,NZD,AXW291,2,2,9,"3,825.70","3,098.82","34,431.30"
SO - 0004951,12/31/2015,2/16/2016,42,Wholesale,USD,NXH382,51,7,11,207.70,89.31,"2,284.70"
SO - 0004952,12/31/2015,2/11/2016,4,Wholesale,USD,GUT930,47,11,10,"1,929.60","1,254.24","19,296.00"
SO - 0004953,12/31/2015,2/20/2016,27,Wholesale,NZD,AXW291,8,7,10,"1,145.70",458.28,"11,457.00"
SO - 0004954,12/31/2015,3/24/2016,3,Distributor,AUD,AXW291,15,11,12,"2,552.70","1,072.13","30,632.40"
SO - 0004955,12/31/2015,3/24/2016,23,Export,EUR,AXW291,1,8,8,"5,561.00","2,335.62","44,488.00"
SO - 0004956,12/31/2015,2/13/2016,10,Export,GBP,NXH382,50,7,10,214.40,120.06,"2,144.00"
SO - 0004957,12/31/2015,3/5/2016,19,Wholesale,GBP,FLR025,62,3,9,"2,371.80","1,470.52","21,346.20"
SO - 0004958,1/1/2016,2/18/2016,2,Wholesale,USD,AXW291,8,5,7,"1,038.50",498.48,"7,269.50"
SO - 0004959,1/1/2016,2/1/2016,12,Distributor,NZD,GUT930,41,1,5,"1,011.70",566.55,"5,058.50"
SO - 0004960,1/1/2016,3/19/2016,7,Wholesale,NZD,AXW291,29,7,12,"3,926.20","2,944.65","47,114.40"
SO - 0004961,1/1/2016,2/27/2016,2,Distributor,NZD,GUT930,46,6,10,"6,070.20","4,127.74","60,702.00"
SO - 0004962,1/1/2016,2/16/2016,44,Distributor,NZD,GUT930,43,4,8,"5,996.50","5,097.03","47,972.00"
SO - 0004963,1/1/2016,2/12/2016,26,Export,GBP,NXH382,49,6,9,"5,071.90","3,246.02","45,647.10"
SO - 0004964,1/1/2016,3/12/2016,5,Export,AUD,AXW291,4,13,5,"6,164.00","4,129.88","30,820.00"
SO - 0004965,1/1/2016,3/14/2016,48,Distributor,USD,AXW291,2,14,7,"3,825.70","1,874.59","26,779.90"
SO - 0004966,1/1/2016,3/20/2016,1,Wholesale,AUD,AXW291,22,11,7,"1,715.20",806.14,"12,006.40"
SO - 0004967,1/2/2016,3/5/2016,29,Distributor,AUD,AXW291,1,8,12,"3,845.80","2,230.56","46,149.60"
SO - 0004968,1/2/2016,2/7/2016,31,Wholesale,NZD,GUT930,42,9,12,"1,078.70",431.48,"12,944.40"
SO - 0004969,1/2/2016,3/27/2016,28,Wholesale,USD,AXW291,31,5,10,"1,045.20",480.79,"10,452.00"
SO - 0004970,1/2/2016,3/2/2016,3,Wholesale,NZD,NXH382,53,1,9,268.00,123.28,"2,412.00"
SO - 0004971,1/3/2016,3/10/2016,13,Export,USD,GUT930,35,2,9,"1,802.30","1,153.47","16,220.70"
SO - 0004972,1/3/2016,2/18/2016,24,Distributor,NZD,GUT930,40,9,9,"1,025.10",830.33,"9,225.90"
SO - 0004973,1/3/2016,4/2/2016,26,Distributor,NZD,AXW291,15,5,6,"2,579.50","1,031.80","15,477.00"
SO - 0004974,1/3/2016,2/19/2016,36,Wholesale,AUD,NXH382,49,2,6,"6,257.80","2,816.01","37,546.80"
SO - 0004975,1/3/2016,3/16/2016,47,Distributor,NZD,AXW291,17,2,6,"5,333.20","4,426.56","31,999.20"
SO - 0004976,1/3/2016,3/31/2016,44,Wholesale,USD,NXH382,59,7,10,"1,675.00","1,155.75","16,750.00"
SO - 0004977,1/3/2016,3/8/2016,21,Wholesale,NZD,AXW291,7,8,5,"1,139.00",466.99,"5,695.00"
SO - 0004978,1/3/2016,2/8/2016,6,Distributor,NZD,AXW291,5,3,10,"1,011.70",667.72,"10,117.00"
SO - 0004979,1/4/2016,3/15/2016,36,Wholesale,NZD,GUT930,40,13,10,174.20,90.58,"1,742.00"
SO - 0004980,1/4/2016,3/21/2016,36,Export,USD,AXW291,11,9,8,"1,775.50",710.20,"14,204.00"
SO - 0004981,1/4/2016,2/20/2016,24,Wholesale,USD,NXH382,48,13,9,"1,065.30",522.00,"9,587.70"
SO - 0004982,1/4/2016,2/14/2016,18,Distributor,USD,AXW291,17,11,7,"6,123.80","4,041.71","42,866.60"
SO - 0004983,1/4/2016,3/14/2016,47,Wholesale,NZD,AXW291,12,1,11,"2,452.20","1,986.28","26,974.20"
SO - 0004984,1/4/2016,3/23/2016,19,Distributor,AUD,AXW291,19,9,7,"3,906.10","2,226.48","27,342.70"
SO - 0004985,1/4/2016,3/21/2016,36,Wholesale,NZD,FLR025,63,11,7,"2,351.70","1,622.67","16,461.90"
SO - 0004986,1/4/2016,3/26/2016,12,Wholesale,AUD,FLR025,65,1,6,991.60,793.28,"5,949.60"
SO - 0004987,1/4/2016,2/8/2016,42,Wholesale,USD,FLR025,65,1,12,"5,226.00","3,240.12","62,712.00"
SO - 0004988,1/5/2016,4/3/2016,25,Wholesale,AUD,AXW291,12,13,11,"5,936.20","3,027.46","65,298.20"
SO - 0004989,1/5/2016,2/14/2016,12,Wholesale,AUD,GUT930,42,7,12,"1,051.90",525.95,"12,622.80"
SO - 0004990,1/5/2016,3/1/2016,11,Distributor,USD,AXW291,5,1,8,"1,018.40",794.35,"8,147.20"
SO - 0004991,1/5/2016,2/24/2016,23,Distributor,NZD,GUT930,41,9,10,"3,731.90","2,948.20","37,319.00"
SO - 0004992,1/5/2016,3/10/2016,9,Wholesale,EUR,NXH382,53,11,8,"3,276.30","2,588.28","26,210.40"
SO - 0004993,1/6/2016,3/28/2016,41,Distributor,NZD,GUT930,33,7,5,"1,105.50",718.58,"5,527.50"
SO - 0004994,1/6/2016,3/30/2016,40,Wholesale,USD,GUT930,40,1,7,"6,539.20","4,708.22","45,774.40"
SO - 0004995,1/6/2016,2/11/2016,47,Wholesale,USD,FLR025,62,13,5,"3,517.50","2,778.83","17,587.50"
SO - 0004996,1/6/2016,2/27/2016,18,Export,USD,AXW291,24,9,10,"2,338.30","1,099.00","23,383.00"
SO - 0004997,1/6/2016,3/7/2016,38,Wholesale,NZD,AXW291,28,7,8,"2,231.10",892.44,"17,848.80"
SO - 0004998,1/6/2016,3/26/2016,47,Distributor,AUD,AXW291,18,1,12,911.20,537.61,"10,934.40"
SO - 0004999,1/6/2016,2/24/2016,45,Wholesale,NZD,NXH382,59,7,9,"6,277.90","4,520.09","56,501.10"
SO - 0005000,1/6/2016,4/2/2016,21,Wholesale,EUR,FLR025,60,1,7,"2,371.80",996.16,"16,602.60"
SO - 0005001,1/6/2016,3/15/2016,45,Export,NZD,NXH382,55,11,6,"1,969.80",984.90,"11,818.80"
SO - 0005002,1/6/2016,3/31/2016,45,Export,EUR,AXW291,5,11,11,"5,996.50","2,818.36","65,961.50"
SO - 0005003,1/6/2016,4/1/2016,11,Export,NZD,GUT930,35,13,6,"3,865.90","2,396.86","23,195.40"
SO - 0005004,1/6/2016,3/25/2016,6,Wholesale,NZD,AXW291,4,7,11,"5,768.70","4,557.27","63,455.70"
SO - 0005005,1/7/2016,3/21/2016,50,Wholesale,NZD,AXW291,30,8,8,"1,916.20","1,341.34","15,329.60"
SO - 0005006,1/7/2016,4/1/2016,9,Distributor,NZD,AXW291,14,7,9,"1,989.90","1,392.93","17,909.10"
SO - 0005007,1/7/2016,3/10/2016,46,Distributor,USD,AXW291,25,13,7,"3,370.10","2,763.48","23,590.70"
SO - 0005008,1/7/2016,3/18/2016,38,Distributor,AUD,AXW291,2,11,11,850.90,697.74,"9,359.90"
SO - 0005009,1/7/2016,3/5/2016,15,Distributor,NZD,AXW291,15,2,7,"1,125.60",697.87,"7,879.20"
SO - 0005010,1/7/2016,3/4/2016,42,Wholesale,USD,AXW291,10,1,8,"6,157.30","3,509.66","49,258.40"
SO - 0005011,1/7/2016,3/9/2016,17,Wholesale,NZD,AXW291,3,14,10,"1,005.00",592.95,"10,050.00"
SO - 0005012,1/7/2016,3/4/2016,24,Wholesale,AUD,NXH382,57,13,6,"2,479.00","1,735.30","14,874.00"
SO - 0005013,1/7/2016,2/26/2016,20,Distributor,AUD,GUT930,34,2,7,"1,989.90","1,492.43","13,929.30"
SO - 0005014,1/7/2016,4/3/2016,1,Wholesale,AUD,AXW291,7,7,9,716.90,336.94,"6,452.10"
SO - 0005015,1/8/2016,2/27/2016,35,Wholesale,NZD,FLR025,64,5,11,"1,688.40",894.85,"18,572.40"
SO - 0005016,1/8/2016,2/19/2016,50,Distributor,NZD,AXW291,1,13,10,"2,619.70","1,938.58","26,197.00"
SO - 0005017,1/8/2016,3/2/2016,12,Wholesale,AUD,GUT930,39,11,7,"1,728.60","1,400.17","12,100.20"
SO - 0005018,1/8/2016,2/24/2016,32,Export,AUD,GUT930,41,7,8,"3,993.20","1,637.21","31,945.60"
SO - 0005019,1/8/2016,3/12/2016,37,Distributor,GBP,GUT930,37,6,5,"2,398.60","1,199.30","11,993.00"
SO - 0005020,1/8/2016,3/4/2016,21,Distributor,USD,AXW291,4,11,8,884.40,548.33,"7,075.20"
SO - 0005021,1/8/2016,4/1/2016,24,Wholesale,USD,AXW291,17,1,7,804.00,353.76,"5,628.00"
SO - 0005022,1/8/2016,3/26/2016,24,Wholesale,EUR,GUT930,32,7,12,897.80,475.83,"10,773.60"
SO - 0005023,1/8/2016,3/11/2016,34,Wholesale,NZD,GUT930,34,2,7,"3,859.20","1,891.01","27,014.40"
SO - 0005024,1/8/2016,2/10/2016,24,Distributor,USD,NXH382,47,7,10,951.40,675.49,"9,514.00"
SO - 0005025,1/8/2016,2/24/2016,6,Distributor,USD,FLR025,61,2,7,201.00,120.60,"1,407.00"
SO - 0005026,1/8/2016,2/21/2016,23,Wholesale,AUD,NXH382,58,7,5,"2,566.10","1,950.24","12,830.50"
SO - 0005027,1/8/2016,3/20/2016,18,Distributor,NZD,AXW291,27,2,12,"1,728.60",968.02,"20,743.20"
SO - 0005028,1/9/2016,3/15/2016,40,Distributor,USD,AXW291,8,6,5,"5,132.20","3,028.00","25,661.00"
SO - 0005029,1/9/2016,2/29/2016,12,Distributor,NZD,NXH382,47,7,9,"5,480.60","4,439.29","49,325.40"
SO - 0005030,1/9/2016,2/20/2016,4,Export,GBP,NXH382,48,2,5,"3,953.00","2,688.04","19,765.00"
SO - 0005031,1/9/2016,3/20/2016,42,Distributor,NZD,AXW291,31,7,12,964.80,530.64,"11,577.60"
SO - 0005032,1/9/2016,3/9/2016,33,Export,USD,AXW291,24,1,5,"1,943.00","1,068.65","9,715.00"
SO - 0005033,1/9/2016,2/25/2016,7,Distributor,AUD,FLR025,62,1,5,"3,892.70","3,075.23","19,463.50"
SO - 0005034,1/9/2016,4/8/2016,12,Wholesale,NZD,AXW291,25,1,7,"5,822.30","4,541.39","40,756.10"
SO - 0005035,1/9/2016,3/12/2016,47,Distributor,NZD,NXH382,47,13,9,"1,755.40","1,299.00","15,798.60"
SO - 0005036,1/9/2016,2/29/2016,39,Wholesale,EUR,AXW291,15,2,8,"3,128.90","1,439.29","25,031.20"
SO - 0005037,1/9/2016,4/5/2016,34,Distributor,NZD,NXH382,55,10,10,"2,318.20","1,553.19","23,182.00"
SO - 0005038,1/10/2016,3/19/2016,13,Wholesale,USD,GUT930,33,9,10,"1,735.30","1,145.30","17,353.00"
SO - 0005039,1/10/2016,2/21/2016,17,Wholesale,USD,AXW291,16,7,12,"3,879.30","1,551.72","46,551.60"
SO - 0005040,1/10/2016,3/16/2016,26,Distributor,USD,AXW291,14,11,12,"3,932.90","1,887.79","47,194.80"
SO - 0005041,1/10/2016,2/27/2016,39,Distributor,NZD,AXW291,30,13,11,"1,045.20",543.50,"11,497.20"
SO - 0005042,1/10/2016,4/1/2016,4,Distributor,USD,AXW291,12,9,11,214.40,124.35,"2,358.40"
SO - 0005043,1/10/2016,2/22/2016,34,Distributor,USD,NXH382,55,1,10,897.80,466.86,"8,978.00"
SO - 0005044,1/10/2016,4/3/2016,16,Wholesale,USD,NXH382,52,11,6,"1,139.00",717.57,"6,834.00"
SO - 0005045,1/10/2016,3/12/2016,17,Distributor,EUR,FLR025,61,8,11,"5,460.50","2,348.02","60,065.50"
SO - 0005046,1/10/2016,4/3/2016,45,Wholesale,USD,AXW291,23,1,8,"2,391.90","1,841.76","19,135.20"
SO - 0005047,1/10/2016,4/4/2016,1,Wholesale,USD,NXH382,50,7,5,"5,996.50","4,557.34","29,982.50"
SO - 0005048,1/11/2016,2/17/2016,9,Wholesale,NZD,FLR025,62,1,12,"1,728.60",726.01,"20,743.20"
SO - 0005049,1/11/2016,3/23/2016,13,Export,NZD,NXH382,60,11,10,"3,343.30","2,240.01","33,433.00"
SO - 0005050,1/11/2016,3/15/2016,40,Wholesale,USD,AXW291,27,1,5,174.20,81.87,871.00
SO - 0005051,1/11/2016,3/11/2016,31,Wholesale,NZD,NXH382,59,7,11,"1,058.60",561.06,"11,644.60"
SO - 0005052,1/11/2016,3/8/2016,37,Wholesale,USD,NXH382,59,2,7,964.80,395.57,"6,753.60"
SO - 0005053,1/11/2016,4/6/2016,39,Wholesale,USD,AXW291,15,11,12,"3,966.40","2,300.51","47,596.80"
SO - 0005054,1/11/2016,4/10/2016,43,Distributor,NZD,AXW291,8,5,12,"2,633.10","1,895.83","31,597.20"
SO - 0005055,1/11/2016,3/31/2016,40,Export,USD,FLR025,65,11,10,"1,011.70",819.48,"10,117.00"
SO - 0005056,1/11/2016,4/10/2016,15,Distributor,NZD,AXW291,12,5,6,"3,892.70","2,802.74","23,356.20"
SO - 0005057,1/11/2016,2/17/2016,3,Distributor,AUD,FLR025,60,7,5,"3,805.60","1,636.41","19,028.00"
SO - 0005058,1/11/2016,2/14/2016,20,Wholesale,EUR,NXH382,50,13,8,"1,031.80",825.44,"8,254.40"
SO - 0005059,1/11/2016,3/30/2016,11,Wholesale,NZD,AXW291,20,7,8,"6,090.30","2,618.83","48,722.40"
SO - 0005060,1/12/2016,2/17/2016,11,Wholesale,GBP,NXH382,56,1,5,"3,892.70","2,102.06","19,463.50"
SO - 0005061,1/12/2016,3/3/2016,2,Wholesale,USD,AXW291,22,11,11,"2,231.10","1,070.93","24,542.10"
SO - 0005062,1/12/2016,3/18/2016,23,Wholesale,NZD,GUT930,31,7,11,"3,953.00","3,320.52","43,483.00"
SO - 0005063,1/12/2016,3/13/2016,13,Export,AUD,AXW291,26,7,8,931.30,726.41,"7,450.40"
SO - 0005064,1/12/2016,2/23/2016,31,Distributor,USD,AXW291,1,11,8,"2,626.40","1,365.73","21,011.20"
SO - 0005065,1/12/2016,2/20/2016,23,Distributor,EUR,GUT930,46,1,5,"1,681.70","1,294.91","8,408.50"
SO - 0005066,1/12/2016,2/18/2016,31,Distributor,AUD,FLR025,65,6,10,"1,266.30",987.71,"12,663.00"
SO - 0005067,1/12/2016,3/23/2016,41,Distributor,AUD,AXW291,15,11,8,"3,356.70","1,879.75","26,853.60"
SO - 0005068,1/12/2016,3/22/2016,11,Distributor,GBP,GUT930,41,13,8,"1,112.20",767.42,"8,897.60"
SO - 0005069,1/12/2016,4/8/2016,12,Wholesale,AUD,NXH382,49,7,8,"1,862.60",819.54,"14,900.80"
SO - 0005070,1/12/2016,3/28/2016,48,Distributor,NZD,AXW291,28,11,5,254.60,106.93,"1,273.00"
SO - 0005071,1/12/2016,2/11/2016,7,Export,EUR,GUT930,32,7,9,"3,919.50","2,822.04","35,275.50"
SO - 0005072,1/12/2016,2/27/2016,23,Wholesale,NZD,GUT930,32,11,9,"3,979.80","3,024.65","35,818.20"
SO - 0005073,1/13/2016,2/22/2016,49,Wholesale,USD,GUT930,44,1,6,"3,859.20","1,852.42","23,155.20"
SO - 0005074,1/13/2016,3/28/2016,18,Export,NZD,GUT930,32,3,10,214.40,109.34,"2,144.00"
SO - 0005075,1/13/2016,2/16/2016,7,Wholesale,NZD,AXW291,7,2,10,"1,252.90",989.79,"12,529.00"
SO - 0005076,1/13/2016,4/8/2016,1,Wholesale,USD,AXW291,30,2,7,"4,013.30","2,367.85","28,093.10"
SO - 0005077,1/13/2016,3/14/2016,47,Wholesale,GBP,AXW291,24,11,12,"1,112.20",645.08,"13,346.40"
SO - 0005078,1/13/2016,2/22/2016,2,Wholesale,NZD,NXH382,53,2,5,"3,859.20","2,662.85","19,296.00"
SO - 0005079,1/13/2016,2/28/2016,40,Wholesale,NZD,AXW291,15,11,8,"3,825.70","3,137.07","30,605.60"
SO - 0005080,1/13/2016,4/8/2016,12,Wholesale,USD,AXW291,5,1,9,241.20,173.66,"2,170.80"
SO - 0005081,1/13/2016,3/18/2016,46,Wholesale,USD,NXH382,55,9,5,"3,979.80","2,467.48","19,899.00"
SO - 0005082,1/13/2016,2/16/2016,13,Export,GBP,GUT930,43,6,5,"3,899.40","3,197.51","19,497.00"
SO - 0005083,1/13/2016,4/12/2016,42,Export,NZD,AXW291,9,7,6,"2,412.00","1,736.64","14,472.00"
SO - 0005084,1/13/2016,3/25/2016,13,Distributor,NZD,AXW291,16,2,8,"5,875.90","4,289.41","47,007.20"
SO - 0005085,1/13/2016,3/29/2016,38,Wholesale,AUD,FLR025,62,11,5,"5,293.00","3,122.87","26,465.00"
SO - 0005086,1/14/2016,3/24/2016,19,Wholesale,USD,NXH382,51,7,10,"3,912.80","1,995.53","39,128.00"
SO - 0005087,1/14/2016,3/9/2016,37,Wholesale,NZD,GUT930,44,5,7,"1,159.10",718.64,"8,113.70"
SO - 0005088,1/14/2016,3/23/2016,47,Wholesale,GBP,AXW291,16,2,6,"1,125.60",596.57,"6,753.60"
SO - 0005089,1/14/2016,2/18/2016,41,Wholesale,NZD,AXW291,23,1,5,"3,912.80","1,956.40","19,564.00"
SO - 0005090,1/14/2016,4/8/2016,7,Distributor,NZD,GUT930,35,2,12,227.80,159.46,"2,733.60"
SO - 0005091,1/14/2016,4/10/2016,45,Export,USD,NXH382,51,2,9,"1,018.40",407.36,"9,165.60"
SO - 0005092,1/14/2016,3/30/2016,20,Wholesale,NZD,AXW291,5,7,11,938.00,684.74,"10,318.00"
SO - 0005093,1/14/2016,4/6/2016,42,Wholesale,NZD,GUT930,44,4,9,227.80,102.51,"2,050.20"
SO - 0005094,1/14/2016,2/19/2016,6,Distributor,NZD,AXW291,20,7,9,"1,005.00",673.35,"9,045.00"
SO - 0005095,1/15/2016,2/23/2016,5,Distributor,USD,AXW291,22,11,10,227.80,166.29,"2,278.00"
SO - 0005096,1/15/2016,3/22/2016,30,Distributor,AUD,NXH382,59,1,5,"1,072.00",546.72,"5,360.00"
SO - 0005097,1/15/2016,2/28/2016,1,Distributor,USD,AXW291,1,4,12,"2,505.80","1,954.52","30,069.60"
SO - 0005098,1/15/2016,2/15/2016,28,Wholesale,USD,AXW291,12,9,9,"4,020.00","3,015.00","36,180.00"
SO - 0005099,1/15/2016,4/5/2016,12,Wholesale,USD,AXW291,16,1,5,"5,916.10","3,253.86","29,580.50"
SO - 0005100,1/15/2016,2/29/2016,11,Wholesale,USD,NXH382,52,11,9,"1,092.10",567.89,"9,828.90"
SO - 0005101,1/15/2016,4/13/2016,16,Export,NZD,GUT930,40,11,11,"3,959.70","2,375.82","43,556.70"
SO - 0005102,1/15/2016,3/29/2016,16,Distributor,NZD,NXH382,49,4,10,"3,845.80","1,884.44","38,458.00"
SO - 0005103,1/15/2016,3/21/2016,10,Wholesale,EUR,NXH382,51,11,9,"3,919.50","2,586.87","35,275.50"
SO - 0005104,1/15/2016,3/21/2016,43,Distributor,NZD,NXH382,57,10,5,268.00,131.32,"1,340.00"
SO - 0005105,1/16/2016,2/27/2016,4,Wholesale,NZD,NXH382,52,8,7,"3,986.50","1,634.47","27,905.50"
SO - 0005106,1/16/2016,2/25/2016,10,Export,NZD,AXW291,20,10,10,"2,680.00","1,795.60","26,800.00"
SO - 0005107,1/16/2016,4/6/2016,7,Distributor,EUR,AXW291,4,8,10,"1,045.20",501.70,"10,452.00"
SO - 0005108,1/16/2016,3/17/2016,18,Distributor,NZD,AXW291,26,1,8,"5,949.60","3,272.28","47,596.80"
SO - 0005109,1/16/2016,3/9/2016,42,Distributor,AUD,AXW291,14,1,7,"3,946.30","1,578.52","27,624.10"
SO - 0005110,1/16/2016,3/22/2016,24,Wholesale,EUR,AXW291,15,7,9,"1,969.80","1,536.44","17,728.20"
SO - 0005111,1/16/2016,2/27/2016,47,Export,AUD,AXW291,3,1,6,"5,862.50","2,872.63","35,175.00"
SO - 0005112,1/16/2016,2/26/2016,23,Wholesale,USD,AXW291,30,13,5,"1,681.70",739.95,"8,408.50"
SO - 0005113,1/17/2016,3/27/2016,20,Wholesale,NZD,AXW291,17,1,6,"2,432.10","1,361.98","14,592.60"
SO - 0005114,1/17/2016,4/7/2016,28,Distributor,NZD,GUT930,41,1,11,"1,701.80","1,429.51","18,719.80"
SO - 0005115,1/17/2016,3/14/2016,41,Wholesale,USD,AXW291,30,9,7,"3,504.10","2,207.58","24,528.70"
SO - 0005116,1/17/2016,2/26/2016,36,Distributor,NZD,GUT930,40,7,11,"2,639.80","1,689.47","29,037.80"
SO - 0005117,1/17/2016,2/29/2016,5,Wholesale,EUR,NXH382,53,5,12,"1,701.80","1,021.08","20,421.60"
SO - 0005118,1/17/2016,3/29/2016,5,Distributor,USD,AXW291,14,2,7,"5,514.10","2,315.92","38,598.70"
SO - 0005119,1/17/2016,4/9/2016,20,Wholesale,NZD,AXW291,15,11,10,"1,105.50",696.47,"11,055.00"
SO - 0005120,1/17/2016,3/1/2016,33,Wholesale,NZD,FLR025,63,14,8,"1,031.80",815.12,"8,254.40"
SO - 0005121,1/17/2016,3/16/2016,28,Wholesale,NZD,AXW291,9,2,6,"5,681.60","4,090.75","34,089.60"
SO - 0005122,1/17/2016,3/8/2016,12,Wholesale,USD,AXW291,31,12,8,"2,525.90","1,869.17","20,207.20"
SO - 0005123,1/17/2016,4/14/2016,41,Wholesale,NZD,FLR025,65,2,6,"1,279.70",639.85,"7,678.20"
SO - 0005124,1/18/2016,4/17/2016,5,Wholesale,USD,AXW291,24,2,12,"3,095.40","2,073.92","37,144.80"
SO - 0005125,1/18/2016,3/30/2016,14,Wholesale,NZD,AXW291,9,1,5,174.20,146.33,871.00
SO - 0005126,1/18/2016,4/2/2016,5,Wholesale,USD,AXW291,1,7,6,978.20,684.74,"5,869.20"
SO - 0005127,1/18/2016,3/15/2016,14,Wholesale,NZD,FLR025,61,2,5,227.80,148.07,"1,139.00"
SO - 0005128,1/18/2016,3/20/2016,43,Distributor,USD,AXW291,2,11,5,227.80,161.74,"1,139.00"
SO - 0005129,1/18/2016,4/5/2016,47,Export,NZD,NXH382,52,7,8,"6,318.10","4,738.58","50,544.80"
SO - 0005130,1/18/2016,3/6/2016,29,Wholesale,USD,AXW291,16,1,9,"1,701.80",935.99,"15,316.20"
SO - 0005131,1/18/2016,4/1/2016,31,Distributor,EUR,FLR025,60,11,8,"3,055.20","2,230.30","24,441.60"
SO - 0005132,1/18/2016,2/24/2016,30,Distributor,USD,AXW291,17,7,11,877.70,728.49,"9,654.70"
SO - 0005133,1/19/2016,3/10/2016,29,Wholesale,USD,NXH382,55,13,5,"1,098.80",901.02,"5,494.00"
SO - 0005134,1/19/2016,4/13/2016,18,Wholesale,USD,AXW291,17,7,10,958.10,469.47,"9,581.00"
SO - 0005135,1/19/2016,3/23/2016,21,Wholesale,NZD,NXH382,50,13,9,"1,005.00",452.25,"9,045.00"
SO - 0005136,1/19/2016,2/21/2016,49,Wholesale,USD,AXW291,26,2,11,"1,058.60",804.54,"11,644.60"
SO - 0005137,1/19/2016,3/24/2016,12,Wholesale,EUR,NXH382,48,2,5,"1,058.60",698.68,"5,293.00"
SO - 0005138,1/20/2016,2/21/2016,8,Wholesale,USD,FLR025,61,6,7,"5,540.90","2,438.00","38,786.30"
SO - 0005139,1/20/2016,2/22/2016,5,Wholesale,NZD,NXH382,54,7,12,"1,132.30",600.12,"13,587.60"
SO - 0005140,1/20/2016,3/17/2016,6,Distributor,NZD,AXW291,10,7,9,"1,125.60",506.52,"10,130.40"
SO - 0005141,1/20/2016,4/18/2016,37,Wholesale,AUD,NXH382,59,1,5,"2,552.70","1,225.30","12,763.50"
SO - 0005142,1/20/2016,3/20/2016,12,Wholesale,NZD,AXW291,26,5,6,"1,018.40",661.96,"6,110.40"
SO - 0005143,1/20/2016,3/22/2016,18,Export,AUD,NXH382,55,11,12,964.80,472.75,"11,577.60"
